awarding_office,fain,award_num,recipient_name,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause
"NIH","R01CA276594","3R01CA276594-02S1","UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR",21mar2025,1207662,505799.59,505799.59,701862.41,"Randomized Controlled Trial of Dyadic Financial Incentive
Treatment for Dual Smoker Couples: Evaluation of Efficacy, Mechanisms, and Cost Effectiveness","N/A - Departmental Authority","-"
"NIH","U01ES036366","5U01ES036366-03","San Francisco State University",26mar2025,631015,454419.45,454419.45,176595.55,"Examining Anti-Racist Healing in Nature to Protect
Telomeres of Transitional Age BIPOC for Health Equity.","N/A - Departmental
Authority","-"
"NIH","U01ES036366","3U01ES036366-03S2","San Francisco State University",26mar2025,125927,0,0,125927,"Examining Anti-Racist Healing in Nature to Protect
Telomeres of Transitional Age BIPOC for Health Equity.","N/A - Departmental
Authority","-"
"NIH","U01ES036366","3U01ES036366-03S1","San Francisco State University",26mar2025,386371,278241.4,278241.4,108129.6,"Examining Anti-Racist Healing in Nature to Protect
Telomeres of Transitional Age BIPOC for Health Equity.","N/A - Departmental
Authority","-"
"NIH","R13ES036080","5R13ES036080-02","Society of Toxicology",26mar2025,30000,30000,30000,0,"Society of Toxicology Undergraduate Diversity Program","N/A - Departmental
Authority","-"
"NIH","R01ES035053","5R01ES035053-03","BOSTON UNIVERSITY MEDICAL CAMPUS",27mar2025,1447869,793888.08,793888.08,653980.92,"An assessment of environmental and neighborhood-level risk factors for subfertility among Black women in the U.S.","N/A - Departmental Authority","-"
"NIH","K01AG065440","5 K01 AG065440-05","UNIVERSITY OF IOWA",01apr2025,610571,510620.62,510620.62,99950.38,"Creating Innovative Vaccine Messaging by Engaging in Patient-Centered Design with Non-Vaccinating Older Adults","N/A - Departmental Authority","-"
"NIH","R01AR080089","5 R01 AR080089-03","NORTHWESTERN UNIVERSITY AT CHICAGO",01apr2025,2239160,1800315.68,1800315.68,438844.32,"Leveraging Community-Academic Partnerships and Social Networks to Disseminate Vaccine-Related Information and Increase Vaccine Uptake Among Black Individuals with
Rheumatic Diseases","N/A - Departmental Authority","-"
"NIH","R34CA283483","5 R34 CA283483-02","BRIGHAM AND WOMEN'S
HOSPITAL",01apr2025,580969,404664.87,404664.87,176304.13,"Multi-level school-based intervention to improve HPV
vaccine uptake and completion in South Africa","N/A - Departmental
Authority","-"
"NIH","K22CA258675","5 K22 CA258675-03","RUTGERS BIOMEDICAL AND
HEALTH SCIENCES",01apr2025,659697,528841.41,528841.41,130855.59,"Addressing HPV vaccination disparities through tailored
messaging for hesitant families","N/A - Departmental
Authority","-"
"NIH","R01CA273208","5 R01 CA273208-04","TUFTS MEDICAL CENTER",01apr2025,2002128,1280164.16,1280164.16,721963.84,"Conversational Agents to Improve HPV Vaccine Acceptance
in Primary Care","N/A - Departmental
Authority","-"
"NIH","R01CA248216","3 R01 CA248216-04S1","UNIVERSITY OF TX MD
ANDERSON CAN CTR",01apr2025,2755016,2155997.1,2155997.1,599018.9,"Promoting HPV Vaccination among Young Adults in Texas","N/A - Departmental
Authority","-"
"NIH","R37CA259210","5 R37 CA259210-04","UNIVERSITY OF PENNSYLVANIA",01apr2025,2451704,1629001.21,1629001.21,822702.79,"An inoculation theory-based messaging intervention addressing misinformation about HPV vaccine on social media: The Inoculate for HPV Vaccine randomized controlled
trial","N/A - Departmental Authority","-"
"NIH","R01MH132500","5 R01 MH132500-02","FRED HUTCHINSON CANCER
CENTER",01apr2025,1828286,1290514.66,1290514.66,537771.34,"Evaluating a Multilevel Communication Campaign to
Increase HIV Vaccine Trial Enrollment","N/A - Departmental
Authority","-"
"NIH","R37CA253279","5 R37 CA253279-05","PENNSYLVANIA STATE UNIV HERSHEY MED CTR",01apr2025,2001125,1813457.02,1813457.02,187667.98,"HPV ECHO: Increasing the adoption of evidence-based communication strategies for HPV vaccination in rural
primary care practices","N/A - Departmental Authority","-"
"NIH","R01DA054990","7 R01 DA054990-04","NDRI-USA, INC.",01apr2025,560584.9,373940.73,373940.73,186644.17,"Community Developed Technology-Based Messaging to
Increase SARS-CoV-2 Vaccine Uptake Among People Who Inject Drugs","N/A - Departmental Authority","-"
"NIH","R01MD016834","5 R01 MD016834-04","FLORIDA STATE UNIVERSITY",01apr2025,1905868.68,1539013.21,1539013.21,366855.47,"A multidimensional Digital Approach to Address Vaccine Hesitancy and Increase COVID-19 Vaccine Uptake among
African American Young Adults in the South","N/A - Departmental Authority","-"
"NIH","R01MD016992","5 R01 MD016992-03","UNIV OF NORTH CAROLINA CHAPEL HILL",01apr2025,1860412,1187946.78,1187946.78,672465.22,"Addressing COVID 19 Vaccine Hesitancy in Rural Community
Pharmacies Reducing Disparities Through an Implementation Science Approach","N/A - Departmental Authority","-"
"NIH","R01MD019024","7 R01 MD019024-02","WAKE FOREST UNIVERSITY
HEALTH SCIENCES",01apr2025,1562429,170972.26,170972.26,1391456.74,"Advancing communication strategies to support future HIV
vaccine use among African Americans in the South.","N/A - Departmental
Authority","-"
"NIH","R01MD019686","1 R01 MD019686-01","NEW YORK UNIVERSITY",01apr2025,688573,154085.42,154085.42,534487.58,"Community - based behavioral intervention to increase COVID - 19 and influenza vaccination for African American/ Black and Latino persons: An optimization randomized
controlled trial","N/A - Departmental Authority","-"
"NIH","R01MD016882","5 R01 MD016882-04","NORTHEASTERN UNIVERSITY",01apr2025,2872823,2218663.7,2218663.7,654159.3,"Community-based Design and Evaluation of a Conversational Agent to Promote SARS-COV2 Vaccination in
Black Churches","N/A - Departmental Authority","-"
"NIH","R21MD019764","1 R21 MD019764-01","OHIO STATE UNIVERSITY",01apr2025,196875,103570.98,103570.98,93304.02,"COVID-19 Vaccine Coverage and General Vaccine Hesitancy
in Rural Areas in the United States","N/A - Departmental
Authority","-"
"NIH","R01MD019235","5 R01 MD019235-02","UNIVERSITY OF ALABAMA AT
BIRMINGHAM",01apr2025,1261705,761514.73,761514.73,500190.27,"Improving COVID-19 Vaccine Uptake Among Racial and
Ethnic Minority Groups with Rheumatic Diseases","N/A - Departmental
Authority","-"
"NIH","R01MD016880","5 R01 MD016880-03","SAN DIEGO STATE UNIVERSITY",01apr2025,1853556,1504554.78,1504554.78,349001.22,"Increasing COVID-19 Vaccine Uptake among Latinos through a Targeted Clinical and Community-behavioral Intervention","N/A - Departmental Authority","-"
"NIH","R01MD019765","1 R01 MD019765-01","UNIVERSITY OF CALIFORNIA- IRVINE",01apr2025,683352,17475.2,17475.2,665876.8,"Influence of Social Media, Social Networks, and
Misinformation on Vaccine Acceptance Among Black and Latinx Individuals","N/A - Departmental Authority","-"
"NIH","R21MD019388","5 R21 MD019388-02","BROWN UNIVERSITY",01apr2025,486899,217145.57,217145.57,269753.43,"Integrated Network Analysis of RADx-UP Data to Increase
COVID-19 Testing and Vaccination Among Persons Involved with Criminal Legal Systems (PCLS)","N/A - Departmental Authority","-"
"NIH","R01MD016864","5 R01 MD016864-03","UNIVERSITY OF KENTUCKY",01apr2025,1878485,1342769.89,1342769.89,535715.11,"K-VAC: Kentucky Vaccinating Appalachian Communities","N/A - Departmental
Authority","-"
"NIH","R01MD018343","5 R01 MD018343-03","UNIVERSITY OF MIAMI SCHOOL OF MEDICINE",01apr2025,2250728,1684232.08,1684232.08,566495.92,"LatiNET, a Multilevel Social Network Model to Examine and Address SARS-CoV-2 Misinformation in Low-Income Latinx
Communities.","N/A - Departmental Authority","-"
"NIH","R01MD017364","5 R01 MD017364-03","JOHNS HOPKINS UNIVERSITY",01apr2025,2188245,1167041.65,1167041.65,1021203.35,"REDES: a peer network and mobile health (mHealth)
enhanced CHW model to maximize COVID-19 vaccination among low income Latinos","N/A - Departmental Authority","-"
"NIH","R00CA248720","5 R00 CA248720-04","NORTHEASTERN UNIVERSITY",01apr2025,497196.78,306856.48,306856.48,190340.3,"Cancer misinformation on social media and its correction","N/A - Departmental
Authority","-"
"NIH","R25GM150142","5 R25 GM150142-02","UNIVERSITY OF IDAHO",01apr2025,524418,280970.5,280970.5,243447.5,"Eradicating Misconceptions about Viruses using Multimodal
Trace Data in an Intelligent Game-based Environment across Educational Contexts","N/A - Departmental Authority","-"
"NIH","R25GM150172","5 R25 GM150172-02","WETA TV 26",01apr2025,540000,474831.3,474831.3,65168.7,"PBS NewsHour STEM StoryMaker: Project-based learning for youth health literacy and biomedical career awareness
through journalism and storytelling","N/A - Departmental Authority","-"
"NIH","K22CA288932","1 K22 CA288932-01","HACKENSACK UNIVERSITY
MEDICAL CENTER",01apr2025,194400,110353.67,110353.67,84046.33,"Cancer Misinformation and Use of Complementary and
Alternative Therapy (CAM) among Patients with Cancer.","N/A - Departmental
Authority","-"
"NIH","U19AG078558","5 U19 AG078558-03","COLUMBIA UNIVERSITY
HEALTH SCIENCES",25mar2025,51058588,22954087,22954087,28104501,"Clinical Operations and Procedures Core","N/A - Departmental
Authority","-"
"NIH","UC2CA293569","1UC2CA293569-01","UNIVERSITY OF MICHIGAN AT
ANN ARBOR",07apr2025,749329,272459.59,272459.59,476869.41,"Partners in Research: Building capacity for community-
driven research to advance health equity","N/A - Departmental
Authority","-"
"NIH","UC2CA293782","1UC2CA293782-01","UNIVERSITY OF MARYLAND
BALTIMORE",07apr2025,1467395,578704.6,578704.6,888690.4,"ComPASS Health Equity Research Hub at UMB","N/A - Departmental
Authority","-"
"NIH","UC2CA293786","1UC2CA293786-01","YALE UNIVERSITY",07apr2025,914210,268489.8,268489.8,645720.2,"ComPASS Health Equity Research Hub at Yale","N/A - Departmental
Authority","-"
"NIH","UC2CA293834","1UC2CA293834-01","NEW YORK UNIVERSITY SCHOOL OF MEDICINE",07apr2025,750000,257232.93,257232.93,492767.07,"The SHHare Community Project: The Shared Hub for Health Action Research and Equity in Community-led Interventions","N/A - Departmental Authority","-"
"NIH","UC2CA293850","1 UC2CA293850-01","UNIVERSITY OF MISSISSIPPI
MED CTR",07apr2025,948531,141274.3,141274.3,807256.7,"Southeast Center for Health Achievement and Growth in
Equity (SEACHANGE) Hub","N/A - Departmental
Authority","-"
"NIH","U24NR021014","5U24NR021014-02","DREXEL UNIVERSITY",07apr2025,5500444,2844087.83,2844087.83,2656356.17,"Advancing Health Equity Through Innovative Community Capacity Building, Data Science & Delivering Community- Centered Structural Interventions & Outcomes: Drexels
ComPASS Coordinating Center (C3)","N/A - Departmental Authority","-"
"NIH","OT2OD035592","1OT2OD035592-01","SOUTHEAST ARIZONA AREA
HEALTH EDUCATION CENTER",07apr2025,1124750,1124750,1124750,0,"Proyecto Juntos","N/A - Departmental
Authority","-"
"NIH","OT2OD035592","3OT2OD035592-01S1","SOUTHEAST ARIZONA AREA
HEALTH EDUCATION CENTER",07apr2025,375000,78069.10000000001,78069.10000000001,296930.9,"Proyecto Juntos","N/A - Departmental
Authority","-"
"NIH","OT2OD035605","1OT2 OD035605-01","DELTA HEALTH ALLIANCE, INC.",07apr2025,1124930,1020267.58,1020267.58,104662.42,"Partnership to Optimize Equity in Maternal and Infant
Health","N/A - Departmental
Authority","-"
"NIH","OT2OD035605","3OT2OD035605-01S1","DELTA HEALTH ALLIANCE, INC.",07apr2025,374616,0,0,374616,"Partnership to Optimize Equity in Maternal and Infant
Health","N/A - Departmental
Authority","-"
"NIH","OT2OD035606","1OT2OD035606-01","CAMPESINOS SIN FRONTERAS",07apr2025,1125000,1125000,1125000,0,"Achieving Equity in Farmworker Health Through Community-
Led Research","N/A - Departmental
Authority","-"
"NIH","OT2OD035606","3OT2OD035606-01S1","CAMPESINOS SIN FRONTERAS",07apr2025,375000,23550.83,23550.83,351449.17,"Achieving Equity in Farmworker Health Through Community-
Led Research","N/A - Departmental
Authority","-"
"NIH","OT2OD035609","1OT2OD035609-01","BRONXWORKS, INC.",07apr2025,1125000,854312.9399999999,854312.9399999999,270687.06,"Healthy and Livable Bronx Partnership","N/A - Departmental
Authority","-"
"NIH","OT2OD035609","3OT2OD035609-01S1","BRONXWORKS, INC.",07apr2025,375000,0,0,375000,"Healthy and Livable Bronx Partnership","N/A - Departmental
Authority","-"
"NIH","OT2OD035636","1OT2OD035636-01","NC STATE DEPT/HLTH &
HUMAN SERVICES",07apr2025,1124902,627848.08,627848.08,497053.92,"Agricultural Workers Digital Equity Initiative","N/A - Departmental
Authority","-"
"NIH","OT2OD035636","3OT2OD035636-01S1","NC STATE DEPT/HLTH &
HUMAN SERVICES",07apr2025,375000,0,0,375000,"Agricultural Workers Digital Equity Initiative","N/A - Departmental
Authority","-"
"NIH","OT2OD035677","1OT2OD035677-01","GRUPO NEXOS INC.",07apr2025,1125000,1016496.14,1016496.14,108503.86,"Puerto Rico Collaborative Advancement of Research,
Innovations, Best Practices and Equity for Children, Youth and Families (PR-CARIBE)","N/A - Departmental Authority","-"
"NIH","OT2OD035677","3OT2OD035677-01S1","GRUPO NEXOS INC.",07apr2025,375000,0,0,375000,"Puerto Rico Collaborative Advancement of Research, Innovations, Best Practices and Equity for Children, Youth
and Families (PR-CARIBE)","N/A - Departmental Authority","-"
"NIH","OT2OD035746","1OT2OD035746-01","FACE ADDICTION NOW",07apr2025,1120637,1096493.5,1096493.5,24143.5,"Creating Statewide Community Partnerships: Spanning Boundaries between Public Health, Emergency Housing &
Criminal Justice","N/A - Departmental Authority","-"
"NIH","OT2OD035746","3OT2OD035746-01S1","FACE ADDICTION NOW",07apr2025,375000,0,0,375000,"Creating Statewide Community Partnerships: Spanning
Boundaries between Public Health, Emergency Housing & Criminal Justice","N/A - Departmental Authority","-"
"NIH","OT2OD035764","1OT2OD035764-01","ARKANSAS CANCER COALITION",07apr2025,1124585,573304.83,573304.83,551280.17,"Cancer in Your Community: Strategies to Reduce Cancer and
Chronic Disease in the Arkansas Delta","N/A - Departmental
Authority","-"
"NIH","OT2OD035764","3OT2OD035764-01S1","ARKANSAS CANCER COALITION",07apr2025,375000,0,0,375000,"Cancer in Your Community: Strategies to Reduce Cancer and
Chronic Disease in the Arkansas Delta","N/A - Departmental
Authority","-"
"NIH","OT2OD035801","1OT2OD035801-01","ACCESS HEALTH INC",07apr2025,1124981,1043279.29,1043279.29,81701.71000000001,"Strengthening Community-Driven Safety-Net Interventions
to Improve Health and Economic Equity","N/A - Departmental
Authority","-"
"NIH","OT2OD035801","3OT2OD035801-01S1","ACCESS HEALTH INC",07apr2025,375000,0,0,375000,"Strengthening Community-Driven Safety-Net Interventions
to Improve Health and Economic Equity","N/A - Departmental
Authority","-"
"NIH","OT2OD035839","1OT2OD035839-01","FEONIX - MOBILITY RISING",07apr2025,1125000,968241.6,968241.6,156758.4,"Reducing Health Disparities through Enhanced Mobility
Support and Access","N/A - Departmental
Authority","-"
"NIH","OT2OD035839","3OT2OD035839-01S1","FEONIX - MOBILITY RISING",07apr2025,375000,0,0,375000,"Reducing Health Disparities through Enhanced Mobility
Support and Access","N/A - Departmental
Authority","-"
"NIH","OT2OD035845","1OT2OD035845-01","MIGRANT CLINICIANS
NETWORK, INC.",07apr2025,1125000,1125000,1125000,0,"Humanitarian Health Care Network: Bringing the Most
Vulnerable to Care","N/A - Departmental
Authority","-"
"NIH","OT2OD035845","3OT2OD035845-01S1","MIGRANT CLINICIANS
NETWORK, INC.",07apr2025,375000,251018.7,251018.7,123981.3,"Humanitarian Health Care Network: Bringing the Most
Vulnerable to Care","N/A - Departmental
Authority","-"
"NIH","OT2OD035883","1OT2OD035883-01","HEALTH CHOICE NETWORK,
INC.",07apr2025,1125000,1116253.86,1116253.86,8746.139999999999,"Addressing Food Insecurity in Underserved Communities","N/A - Departmental
Authority","-"
"NIH","OT2OD035883","3OT2OD035883-01S1","HEALTH CHOICE NETWORK,
INC.",07apr2025,374903,0,0,374903,"Addressing Food Insecurity in Underserved Communities","N/A - Departmental
Authority","-"
"NIH","OT2OD035940","1OT2OD035940-01","HOUSING AUTHORITY OF THE
CITY OF LOS ANGELES",07apr2025,1124989,585124.54,585124.54,539864.46,"Watts Rising: A Vision for a Healthier Watts","N/A - Departmental
Authority","-"
"NIH","OT2OD035940","3OT2OD035940-01S1","HOUSING AUTHORITY OF THE
CITY OF LOS ANGELES",07apr2025,374976,0,0,374976,"Watts Rising: A Vision for a Healthier Watts","N/A - Departmental
Authority","-"
"NIH","U54CA267730","5U54CA267730-04","FLORIDA STATE UNIVERSITY",08apr2025,4540406,0,0,4540406,"Fostering Institutional Resources for Science Transformation: The FLORIDA-FIRST Health-Science Brigade","N/A - Departmental Authority","-"
"NIH","U54CA267738","5U54CA267738-04","CORNELL UNIVERSITY",08apr2025,5133450,0,0,5133450,"Cornell FIRST","N/A - Departmental
Authority","-"
"NIH","U54CA267746","5U54CA267746-04","UNIVERSITY OF ALABAMA AT BIRMINGHAM",08apr2025,3481168,0,0,3481168,"UAB/Tuskegee Faculty Institutional Recruitment for
Sustainable Transformation (UAB/TU FIRST) Partnership (NIH U54)","N/A - Departmental Authority","-"
